PING 192.168.0.3 (192.168.0.3) 56(84) bytes of data.
64 bytes from mail.ru (217.69.139.202): icmp_seq=99 ttl=53 time=108 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=44 ttl=54 time=117 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=100 ttl=53 time=105 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=45 ttl=54 time=114 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=101 ttl=53 time=120 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=46 ttl=54 time=117 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=102 ttl=53 time=108 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=47 ttl=54 time=112 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=103 ttl=53 time=123 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=48 ttl=54 time=135 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=104 ttl=53 time=118 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=91 ttl=54 time=110 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=49 ttl=54 time=117 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=105 ttl=53 time=113 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=92 ttl=54 time=109 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=50 ttl=54 time=110 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=106 ttl=53 time=109 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=93 ttl=54 time=110 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=51 ttl=54 time=112 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=107 ttl=53 time=107 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=94 ttl=54 time=128 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=52 ttl=54 time=116 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=108 ttl=53 time=103 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=95 ttl=54 time=108 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=53 ttl=54 time=115 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=109 ttl=53 time=134 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=96 ttl=54 time=119 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=54 ttl=54 time=117 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=110 ttl=53 time=126 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=97 ttl=54 time=114 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=55 ttl=54 time=113 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=111 ttl=53 time=105 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=98 ttl=54 time=113 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=56 ttl=54 time=108 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=112 ttl=53 time=105 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=99 ttl=54 time=123 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=57 ttl=54 time=112 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=113 ttl=53 time=114 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=100 ttl=54 time=141 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=58 ttl=54 time=129 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=114 ttl=53 time=109 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=101 ttl=54 time=112 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=59 ttl=54 time=112 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=115 ttl=53 time=110 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=102 ttl=54 time=104 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=60 ttl=54 time=115 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=116 ttl=53 time=120 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=103 ttl=54 time=118 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=61 ttl=54 time=133 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=117 ttl=53 time=107 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=104 ttl=54 time=126 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=62 ttl=54 time=119 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=118 ttl=53 time=115 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=63 ttl=54 time=114 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=105 ttl=54 time=126 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=119 ttl=53 time=116 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=106 ttl=54 time=116 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=64 ttl=54 time=114 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=120 ttl=53 time=102 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=107 ttl=54 time=114 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=65 ttl=54 time=112 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=121 ttl=53 time=107 ms

--- mail.ru ping statistics ---
107 packets transmitted, 107 received, 0% packet loss, time 169381ms
rtt min/avg/max/mdev = 104.320/116.726/147.537/9.309 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=66 ttl=54 time=110 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=122 ttl=53 time=106 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=67 ttl=54 time=131 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=123 ttl=53 time=130 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=68 ttl=54 time=124 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=124 ttl=53 time=109 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=69 ttl=54 time=111 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=125 ttl=53 time=109 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=70 ttl=54 time=105 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=126 ttl=53 time=105 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=71 ttl=54 time=109 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=127 ttl=53 time=113 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=72 ttl=54 time=121 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=128 ttl=53 time=108 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=73 ttl=54 time=108 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=129 ttl=53 time=104 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=74 ttl=54 time=121 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=130 ttl=53 time=105 ms

--- mail.ru ping statistics ---
74 packets transmitted, 74 received, 0% packet loss, time 138770ms
rtt min/avg/max/mdev = 105.284/114.446/139.407/6.894 ms, pipe 2
64 bytes from mail.ru (217.69.139.202): icmp_seq=131 ttl=53 time=105 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=132 ttl=53 time=106 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=133 ttl=53 time=183 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=134 ttl=53 time=107 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=135 ttl=53 time=109 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=136 ttl=53 time=109 ms

--- mail.ru ping statistics ---
136 packets transmitted, 136 received, 0% packet loss, time 142523ms
rtt min/avg/max/mdev = 102.047/121.400/190.417/18.614 ms
